fighter,punchType,powerpunchType,punchPlacement,punchLanded,partOfCombo,counterpunch,knockdownOrKO,round,timestamp,comment
Joshua,powerpunch,hook,head,landed,comboPunch,no,no,6,01:02,
Usyk,powerpunch,hook,head,missed,soloPunch,no,no,6,01:00,
Usyk,jab,NA,head,landed,soloPunch,no,no,6,00:56,
Joshua,jab,NA,head,missed,soloPunch,no,no,6,00:52,
Usyk,jab,NA,head,missed,soloPunch,no,no,6,00:52,
Joshua,jab,NA,head,landed,soloPunch,no,no,6,00:49,
Usyk,jab,NA,head,missed,comboPunch,no,no,6,00:46,
Usyk,jab,NA,head,missed,comboPunch,no,no,6,00:46,
Usyk,jab,NA,head,landed,comboPunch,no,no,6,00:44,
Usyk,jab,NA,head,landed,comboPunch,no,no,6,00:44,
Usyk,powerpunch,cross,head,landed,comboPunch,no,no,6,00:44,
Usyk,powerpunch,hook,head,missed,comboPunch,no,no,6,00:43,
Joshua,jab,NA,head,missed,comboPunch,no,no,6,00:41,
Joshua,powerpunch,cross,head,missed,comboPunch,no,no,6,00:40,
Usyk,jab,NA,head,landed,soloPunch,no,no,6,00:39,
Usyk,jab,NA,head,missed,soloPunch,no,no,6,00:37,
Usyk,jab,NA,head,landed,comboPunch,no,no,6,00:35,
Usyk,jab,NA,head,missed,comboPunch,no,no,6,00:35,
Usyk,powerpunch,cross,head,missed,comboPunch,no,no,6,00:35,
Usyk,powerpunch,hook,head,missed,comboPunch,no,no,6,00:35,
Joshua,jab,NA,head,missed,soloPunch,no,no,6,00:34,
Joshua,jab,NA,head,landed,soloPunch,no,no,6,00:29,
Joshua,jab,NA,head,missed,soloPunch,no,no,6,00:27,
Joshua,jab,NA,head,landed,soloPunch,no,no,6,00:26,
Usyk,jab,NA,head,missed,soloPunch,no,no,6,00:26,
Usyk,jab,NA,head,missed,comboPunch,no,no,6,00:24,
Usyk,jab,NA,head,missed,comboPunch,no,no,6,00:24,
Usyk,powerpunch,cross,head,missed,comboPunch,no,no,6,00:24,
Usyk,powerpunch,hook,head,missed,comboPunch,no,no,6,00:24,
Usyk,powerpunch,hook,head,missed,soloPunch,no,no,6,00:21,
Joshua,jab,NA,head,missed,soloPunch,no,no,6,00:19,
Usyk,jab,NA,head,missed,comboPunch,no,no,6,00:18,
Usyk,powerpunch,hook,head,missed,comboPunch,no,no,6,00:18,
Usyk,powerpunch,hook,body,landed,comboPunch,no,no,6,00:17,
Usyk,jab,NA,head,landed,comboPunch,no,no,6,00:17,
Joshua,jab,NA,head,landed,soloPunch,no,no,6,00:14,
Joshua,jab,NA,body,missed,soloPunch,no,no,6,00:13,
Joshua,jab,NA,head,missed,soloPunch,no,no,6,00:12,
Joshua,powerpunch,cross,head,missed,soloPunch,no,no,6,00:10,
Usyk,jab,NA,head,missed,soloPunch,no,no,7,02:56,
Joshua,jab,NA,head,missed,soloPunch,no,no,7,02:56,
Usyk,jab,NA,head,missed,comboPunch,no,no,7,02:54,
Usyk,jab,NA,head,missed,comboPunch,no,no,7,02:54,
Joshua,jab,NA,head,missed,comboPunch,no,no,7,02:54,
Joshua,jab,NA,head,missed,comboPunch,no,no,7,02:54,
Usyk,jab,NA,head,missed,soloPunch,no,no,7,02:53,
Usyk,jab,NA,head,missed,soloPunch,no,no,7,02:51,
Joshua,jab,NA,head,missed,soloPunch,no,no,7,02:49,
Usyk,powerpunch,cross,head,landed,soloPunch,no,no,7,02:48,
Usyk,jab,NA,head,missed,soloPunch,no,no,7,02:47,
Joshua,jab,NA,head,missed,comboPunch,no,no,7,02:45,
Joshua,jab,NA,head,missed,comboPunch,no,no,7,02:45,
Usyk,jab,NA,body,missed,soloPunch,no,no,7,02:43,
Joshua,jab,NA,head,missed,comboPunch,no,no,7,02:42,
Joshua,jab,NA,head,missed,comboPunch,no,no,7,02:42,
Usyk,jab,NA,head,landed,soloPunch,no,no,7,02:42,
Joshua,hold,NA,NA,NA,NA,no,no,7,02:42,
Joshua,jab,NA,head,missed,soloPunch,no,no,7,02:37,
Usyk,jab,NA,head,missed,soloPunch,no,no,7,02:34,
Joshua,jab,NA,head,missed,soloPunch,no,no,7,02:33,
Usyk,jab,NA,head,landed,soloPunch,counterhit,no,7,02:33,
Joshua,hold,NA,NA,NA,NA,no,no,7,02:31,
Usyk,powerpunch,hook,body,landed,soloPunch,no,no,7,02:31,
Usyk,powerpunch,hook,body,landed,soloPunch,no,no,7,02:31,
Joshua,powerpunch,hook,body,landed,soloPunch,no,no,7,02:29,
Usyk,jab,NA,head,missed,soloPunch,no,no,7,02:27,
Usyk,jab,NA,head,missed,soloPunch,no,no,7,02:25,
Joshua,powerpunch,hook,body,landed,soloPunch,no,no,7,02:25,
Joshua,jab,NA,head,missed,comboPunch,no,no,7,02:21,
Joshua,powerpunch,cross,body,landed,comboPunch,no,no,7,02:21,
Usyk,powerpunch,hook,head,missed,soloPunch,no,no,7,02:21,
Usyk,jab,NA,head,missed,comboPunch,no,no,7,02:17,
Usyk,jab,NA,head,missed,comboPunch,no,no,7,02:17,
Usyk,powerpunch,cross,body,landed,comboPunch,no,no,7,02:17,
Usyk,powerpunch,hook,head,landed,comboPunch,no,no,7,02:17,
Joshua,jab,NA,head,missed,soloPunch,no,no,7,02:16,
Joshua,powerpunch,hook,head,missed,soloPunch,no,no,7,02:15,
Joshua,jab,NA,body,missed,soloPunch,no,no,7,02:10,
Usyk,jab,NA,head,landed,soloPunch,no,no,7,02:10,
Joshua,jab,NA,head,missed,soloPunch,no,no,7,02:08,
Joshua,powerpunch,hook,head,missed,soloPunch,no,no,7,02:04,
Usyk,jab,NA,head,missed,soloPunch,no,no,7,02:00,
Usyk,jab,NA,head,missed,comboPunch,no,no,7,01:57,
Usyk,jab,NA,head,missed,comboPunch,no,no,7,01:57,
Joshua,jab,NA,head,missed,soloPunch,no,no,7,01:54,
Usyk,powerpunch,cross,body,landed,soloPunch,no,no,7,01:54,
Joshua,jab,NA,head,missed,soloPunch,no,no,7,01:52,
Joshua,jab,NA,head,missed,soloPunch,no,no,7,01:51,
Usyk,jab,NA,head,missed,soloPunch,no,no,7,01:51,
Joshua,jab,NA,head,landed,soloPunch,no,no,7,01:47,
Usyk,jab,NA,head,landed,soloPunch,no,no,7,01:46,
Joshua,jab,NA,head,landed,soloPunch,no,no,7,01:45,
Usyk,jab,NA,head,missed,soloPunch,no,no,7,01:45,
Joshua,jab,NA,head,landed,soloPunch,no,no,7,01:41,
Usyk,jab,NA,head,missed,soloPunch,no,no,7,01:39,
Usyk,jab,NA,head,missed,soloPunch,no,no,7,01:34,
Usyk,jab,NA,head,missed,soloPunch,no,no,7,01:34,
Joshua,jab,NA,head,missed,soloPunch,no,no,7,01:34,
Joshua,jab,NA,head,missed,soloPunch,no,no,7,01:33,
Usyk,jab,NA,head,missed,soloPunch,no,no,7,01:33,
Joshua,jab,NA,head,missed,soloPunch,no,no,7,01:26,
Joshua,jab,NA,head,missed,comboPunch,no,no,7,01:26,
Joshua,powerpunch,cross,head,landed,comboPunch,no,no,7,01:26,
Usyk,jab,NA,head,missed,comboPunch,no,no,7,01:25,
Usyk,powerpunch,hook,head,missed,comboPunch,no,no,7,01:25,
Joshua,jab,NA,head,missed,soloPunch,no,no,7,01:22,
Joshua,jab,NA,head,landed,soloPunch,no,no,7,01:21,
Joshua,jab,NA,body,missed,comboPunch,no,no,7,01:20,
Joshua,powerpunch,cross,body,missed,comboPunch,no,no,7,01:20,
Joshua,jab,NA,head,missed,comboPunch,no,no,7,01:19,
Usyk,powerpunch,cross,head,missed,soloPunch,no,no,7,01:15,
Joshua,jab,NA,head,missed,soloPunch,no,no,7,01:12,
Usyk,jab,NA,head,missed,soloPunch,no,no,7,01:10,
Joshua,jab,NA,head,missed,soloPunch,no,no,7,01:06,
Usyk,jab,NA,head,missed,soloPunch,no,no,7,01:06,
Joshua,jab,NA,head,missed,soloPunch,no,no,7,01:04,
Usyk,jab,NA,body,landed,soloPunch,no,no,7,01:04,
Joshua,jab,NA,head,missed,soloPunch,no,no,7,01:01,
Usyk,jab,NA,head,missed,soloPunch,no,no,7,01:01,
Joshua,powerpunch,cross,head,landed,soloPunch,no,no,7,00:58,
Joshua,jab,NA,head,missed,soloPunch,no,no,7,00:57,
Usyk,jab,NA,head,missed,comboPunch,no,no,7,00:56,
Usyk,powerpunch,hook,body,missed,comboPunch,no,no,7,00:56,
Usyk,powerpunch,hook,body,landed,comboPunch,no,no,7,00:56,
Joshua,jab,NA,head,missed,soloPunch,no,no,7,00:52,
Joshua,jab,NA,head,missed,soloPunch,no,no,7,00:50,
Usyk,jab,NA,head,landed,soloPunch,no,no,7,00:50,
Usyk,jab,NA,head,landed,soloPunch,no,no,7,00:49,
Usyk,jab,NA,head,missed,soloPunch,no,no,7,00:43,
Joshua,jab,NA,head,missed,soloPunch,no,no,7,00:42,
Usyk,powerpunch,cross,body,landed,soloPunch,no,no,7,00:42,
Joshua,jab,NA,head,missed,soloPunch,no,no,7,00:41,
Usyk,powerpunch,cross,head,landed,soloPunch,no,no,7,00:41,
Usyk,jab,NA,head,missed,soloPunch,no,no,7,00:40,
Joshua,powerpunch,hook,head,missed,soloPunch,no,no,7,00:37,
Joshua,powerpunch,cross,head,missed,soloPunch,no,no,7,00:36,
Usyk,powerpunch,cross,head,landed,soloPunch,no,no,7,00:35,
Joshua,jab,NA,head,missed,soloPunch,no,no,7,00:33,
Usyk,jab,NA,head,missed,comboPunch,no,no,7,00:26,
Usyk,jab,NA,head,missed,comboPunch,no,no,7,00:26,
Joshua,jab,NA,head,missed,soloPunch,no,no,7,00:25,
Usyk,jab,NA,head,missed,comboPunch,no,no,7,00:21,
Usyk,jab,NA,head,missed,comboPunch,no,no,7,00:21,
Joshua,jab,NA,head,missed,soloPunch,no,no,7,00:19,
Joshua,jab,NA,body,missed,soloPunch,no,no,7,00:17,
Joshua,powerpunch,cross,body,missed,soloPunch,no,no,7,00:16,
Usyk,jab,NA,head,landed,comboPunch,no,no,7,00:15,
Usyk,powerpunch,cross,body,landed,comboPunch,no,no,7,00:15,
Usyk,jab,NA,body,missed,comboPunch,no,no,7,00:14,
Joshua,jab,NA,head,missed,soloPunch,no,no,7,00:13,
Usyk,jab,NA,head,missed,soloPunch,no,no,7,00:12,
Joshua,powerpunch,cross,body,missed,soloPunch,no,no,7,00:12,
Usyk,jab,NA,head,missed,comboPunch,no,no,7,00:09,
Usyk,powerpunch,cross,head,missed,comboPunch,no,no,7,00:09,
Joshua,jab,NA,body,missed,soloPunch,no,no,7,00:07,
Usyk,jab,NA,head,missed,soloPunch,no,no,7,00:05,
Joshua,jab,NA,head,missed,soloPunch,no,no,7,00:04,
Joshua,jab,NA,head,missed,soloPunch,no,no,7,00:03,
Usyk,jab,NA,head,landed,soloPunch,no,no,7,00:03,
Joshua,jab,NA,head,landed,soloPunch,no,no,7,00:03,
Usyk,powerpunch,hook,head,missed,soloPunch,no,no,7,00:02,
Joshua,powerpunch,cross,head,landed,soloPunch,no,no,7,00:01,
Usyk,powerpunch,hook,head,missed,comboPunch,no,no,7,00:01,
Usyk,powerpunch,uppercut,body,landed,comboPunch,no,no,7,00:01,
Usyk,powerpunch,hook,head,missed,comboPunch,no,no,7,00:01,
Usyk,jab,NA,head,missed,comboPunch,no,no,8,02:56,
Usyk,jab,NA,head,landed,comboPunch,no,no,8,02:56,
Joshua,jab,NA,head,missed,soloPunch,no,no,8,02:56,
Usyk,jab,NA,head,landed,comboPunch,no,no,8,02:56,
Usyk,powerpunch,cross,body,landed,comboPunch,no,no,8,02:55,
Joshua,jab,NA,head,missed,soloPunch,no,no,8,02:54,
Joshua,jab,NA,head,missed,soloPunch,no,no,8,02:52,
Usyk,jab,NA,head,landed,soloPunch,no,no,8,02:52,timeout to clean the ring
Joshua,jab,NA,head,missed,soloPunch,no,no,8,02:46,
Usyk,jab,NA,head,missed,comboPunch,no,no,8,02:42,
Usyk,jab,NA,head,landed,comboPunch,no,no,8,02:42,
Usyk,powerpunch,cross,body,landed,comboPunch,no,no,8,02:42,
Joshua,jab,NA,head,missed,soloPunch,no,no,8,02:39,
Joshua,jab,NA,head,missed,soloPunch,no,no,8,02:37,
Joshua,jab,NA,body,missed,soloPunch,no,no,8,02:36,
Joshua,jab,NA,head,landed,comboPunch,no,no,8,02:34,
Joshua,powerpunch,cross,head,missed,comboPunch,no,no,8,02:34,
Joshua,powerpunch,hook,head,missed,comboPunch,no,no,8,02:34,
Joshua,jab,NA,head,missed,comboPunch,no,no,8,02:31,
Joshua,powerpunch,hook,body,landed,comboPunch,no,no,8,02:31,
Joshua,jab,NA,body,landed,soloPunch,no,no,8,02:28,
Usyk,jab,NA,head,missed,comboPunch,no,no,8,02:26,
Usyk,jab,NA,head,landed,comboPunch,no,no,8,02:26,
Usyk,powerpunch,cross,body,landed,comboPunch,no,no,8,02:26,
Usyk,jab,NA,head,missed,comboPunch,no,no,8,02:17,
Usyk,jab,NA,head,missed,comboPunch,no,no,8,02:17,
Usyk,jab,NA,head,missed,comboPunch,no,no,8,02:17,
Usyk,powerpunch,cross,body,landed,comboPunch,no,no,8,02:17,
Usyk,jab,NA,head,missed,soloPunch,no,no,8,02:15,
Usyk,jab,NA,head,missed,soloPunch,no,no,8,02:14,
Joshua,jab,NA,head,missed,soloPunch,no,no,8,02:14,
Usyk,jab,NA,head,landed,soloPunch,no,no,8,02:14,
Joshua,jab,NA,head,missed,comboPunch,no,no,8,02:11,
Joshua,powerpunch,cross,head,missed,comboPunch,no,no,8,02:11,
Usyk,jab,NA,head,missed,soloPunch,no,no,8,02:09,
Joshua,jab,NA,head,landed,comboPunch,no,no,8,02:07,
Joshua,jab,NA,head,missed,comboPunch,no,no,8,02:07,
Usyk,jab,NA,head,missed,soloPunch,no,no,8,02:06,
Joshua,powerpunch,cross,head,landed,comboPunch,no,no,8,02:05,
Joshua,powerpunch,hook,body,landed,comboPunch,no,no,8,02:04,
Joshua,jab,NA,head,landed,soloPunch,no,no,8,02:03,
Usyk,jab,NA,head,landed,soloPunch,no,no,8,02:01,
Joshua,jab,NA,head,landed,soloPunch,no,no,8,02:00,
Joshua,powerpunch,hook,body,landed,soloPunch,no,no,8,01:59,
Joshua,jab,NA,head,landed,soloPunch,no,no,8,01:56,
Usyk,jab,NA,head,missed,soloPunch,no,no,8,01:54,
Usyk,jab,NA,head,missed,soloPunch,no,no,8,01:48,
Joshua,powerpunch,cross,body,landed,soloPunch,no,no,8,01:48,
Joshua,jab,NA,head,missed,soloPunch,no,no,8,01:46,
Usyk,jab,NA,head,missed,comboPunch,no,no,8,01:43,
Usyk,powerpunch,hook,head,missed,comboPunch,no,no,8,01:43,
Usyk,jab,NA,head,missed,soloPunch,no,no,8,01:42,
Usyk,jab,NA,head,missed,comboPunch,no,no,8,01:41,
Usyk,jab,NA,head,missed,comboPunch,no,no,8,01:41,
Usyk,powerpunch,cross,head,missed,comboPunch,no,no,8,01:41,
Usyk,powerpunch,hook,head,missed,comboPunch,no,no,8,01:40,
Joshua,jab,NA,head,missed,soloPunch,no,no,8,01:39,
Usyk,jab,NA,head,missed,soloPunch,no,no,8,01:38,
Usyk,jab,NA,head,landed,soloPunch,no,no,8,01:36,
Joshua,jab,NA,head,missed,soloPunch,no,no,8,01:36,
Usyk,jab,NA,head,missed,soloPunch,no,no,8,01:35,
Joshua,jab,NA,head,missed,soloPunch,no,no,8,01:34,
Joshua,jab,NA,head,missed,comboPunch,no,no,8,01:31,
Joshua,powerpunch,uppercut,body,missed,comboPunch,no,no,8,01:31,
Usyk,jab,NA,head,missed,soloPunch,no,no,8,01:29,
Usyk,jab,NA,body,missed,soloPunch,no,no,8,01:28,
Joshua,jab,NA,head,landed,soloPunch,no,no,8,01:27,
Usyk,jab,NA,head,missed,comboPunch,no,no,8,01:26,
Usyk,jab,NA,head,landed,comboPunch,no,no,8,01:26,
Usyk,jab,NA,head,missed,comboPunch,no,no,8,01:25,
Usyk,powerpunch,cross,head,missed,comboPunch,no,no,8,01:25,
Usyk,powerpunch,hook,head,missed,comboPunch,no,no,8,01:24,
Usyk,jab,NA,head,missed,comboPunch,no,no,8,01:23,
Joshua,jab,NA,head,landed,soloPunch,no,no,8,01:22,
Usyk,jab,NA,body,landed,soloPunch,no,no,8,01:22,
Joshua,jab,NA,head,missed,soloPunch,no,no,8,01:20,
Usyk,jab,NA,head,missed,soloPunch,no,no,8,01:20,
Joshua,powerpunch,hook,head,landed,soloPunch,no,no,8,01:20,
Joshua,jab,NA,head,missed,soloPunch,no,no,8,01:13,
Usyk,jab,NA,head,missed,soloPunch,no,no,8,01:13,
Joshua,jab,NA,body,landed,soloPunch,no,no,8,01:13,
Usyk,jab,NA,head,missed,soloPunch,no,no,8,01:12,
Usyk,jab,NA,head,missed,comboPunch,no,no,8,01:09,
Usyk,jab,NA,head,missed,comboPunch,no,no,8,01:09,
Usyk,powerpunch,cross,body,landed,comboPunch,no,no,8,01:09,
Usyk,jab,NA,head,landed,comboPunch,no,no,8,01:09,
Usyk,powerpunch,cross,head,landed,comboPunch,no,no,8,01:09,
Usyk,jab,NA,body,missed,comboPunch,no,no,8,01:08,
Joshua,jab,NA,head,missed,soloPunch,no,no,8,01:05,
Usyk,jab,NA,head,missed,soloPunch,no,no,8,01:04,
Joshua,powerpunch,cross,body,landed,soloPunch,no,no,8,01:04,
Joshua,jab,NA,head,missed,comboPunch,no,no,8,01:03,
Joshua,powerpunch,uppercut,body,landed,comboPunch,no,no,8,01:03,
Joshua,jab,NA,head,landed,soloPunch,no,no,8,01:02,
Usyk,jab,NA,head,landed,soloPunch,no,no,8,01:02,
Joshua,powerpunch,uppercut,body,landed,comboPunch,no,no,8,01:00,
Joshua,powerpunch,hook,body,landed,comboPunch,no,no,8,00:59,
Joshua,powerpunch,hook,body,landed,comboPunch,no,no,8,00:59,
Joshua,powerpunch,hook,body,missed,comboPunch,no,no,8,00:59,
Joshua,powerpunch,cross,head,missed,soloPunch,no,no,8,00:58,
Joshua,hold,NA,NA,NA,NA,no,no,8,00:58,
Joshua,jab,NA,head,missed,soloPunch,no,no,8,00:52,
Usyk,jab,NA,head,missed,comboPunch,no,no,8,00:49,
Usyk,jab,NA,head,missed,comboPunch,no,no,8,00:49,
Usyk,powerpunch,cross,head,landed,comboPunch,no,no,8,00:49,
Usyk,jab,NA,head,missed,comboPunch,no,no,8,00:46,
Usyk,powerpunch,cross,head,missed,comboPunch,no,no,8,00:46,
Usyk,jab,NA,head,landed,comboPunch,no,no,8,00:46,
Usyk,jab,NA,body,missed,soloPunch,no,no,8,00:46,
Joshua,powerpunch,cross,head,missed,soloPunch,no,no,8,00:46,
Usyk,jab,NA,head,missed,soloPunch,no,no,8,00:45,
Usyk,jab,NA,head,missed,soloPunch,no,no,8,00:43,
Joshua,jab,NA,head,missed,soloPunch,no,no,8,00:43,
Usyk,jab,NA,head,missed,comboPunch,no,no,8,00:41,
Usyk,jab,NA,head,missed,comboPunch,no,no,8,00:41,
Joshua,jab,NA,head,missed,soloPunch,no,no,8,00:39,
Joshua,jab,NA,head,landed,soloPunch,no,no,8,00:37,
Usyk,jab,NA,head,missed,comboPunch,no,no,8,00:35,
Usyk,powerpunch,cross,head,missed,comboPunch,no,no,8,00:35,
Usyk,jab,NA,head,missed,comboPunch,no,no,8,00:33,
Usyk,jab,NA,head,missed,comboPunch,no,no,8,00:33,
Joshua,jab,NA,head,missed,soloPunch,no,no,8,00:32,
Usyk,powerpunch,cross,head,landed,comboPunch,counterhit,no,8,00:32,
Usyk,powerpunch,hook,head,missed,comboPunch,no,no,8,00:32,
Joshua,jab,NA,body,landed,soloPunch,no,no,8,00:25,
Usyk,jab,NA,head,missed,comboPunch,no,no,8,00:24,
Usyk,jab,NA,head,missed,comboPunch,no,no,8,00:24,
Usyk,powerpunch,cross,head,landed,comboPunch,no,no,8,00:24,
Usyk,powerpunch,hook,head,missed,comboPunch,no,no,8,00:24,
Joshua,powerpunch,hook,head,landed,comboPunch,no,no,8,00:23,
Joshua,jab,NA,head,missed,soloPunch,no,no,8,00:21,
Usyk,jab,NA,head,missed,comboPunch,no,no,8,00:20,
Usyk,jab,NA,head,landed,comboPunch,no,no,8,00:20,
Usyk,powerpunch,hook,head,landed,comboPunch,no,no,8,00:20,
Usyk,powerpunch,hook,head,landed,comboPunch,no,no,8,00:20,
Usyk,jab,NA,head,landed,comboPunch,no,no,8,00:19,
Usyk,powerpunch,cross,head,missed,soloPunch,no,no,8,00:15,
Usyk,jab,NA,head,landed,comboPunch,no,no,8,00:15,
Usyk,jab,NA,body,landed,comboPunch,no,no,8,00:15,
Usyk,powerpunch,hook,body,landed,comboPunch,no,no,8,00:14,
Joshua,jab,NA,body,missed,comboPunch,no,no,8,00:13,
Joshua,jab,NA,head,missed,comboPunch,no,no,8,00:13,
Usyk,jab,NA,head,landed,soloPunch,no,no,8,00:09,
Joshua,powerpunch,uppercut,body,landed,soloPunch,no,no,8,00:08,
Joshua,powerpunch,hook,body,landed,comboPunch,no,no,8,00:07,lowblow
Joshua,powerpunch,cross,body,missed,comboPunch,no,no,8,00:05,
Usyk,jab,NA,head,missed,comboPunch,no,no,8,00:03,
Usyk,powerpunch,hook,head,missed,comboPunch,no,no,8,00:03,
Usyk,jab,NA,body,missed,soloPunch,no,no,8,00:02,
Usyk,jab,NA,head,missed,comboPunch,no,no,8,00:01,
Usyk,powerpunch,cross,body,missed,comboPunch,no,no,8,00:01,
Joshua,powerpunch,uppercut,head,missed,soloPunch,no,no,8,00:01,
Usyk,jab,NA,head,missed,soloPunch,no,no,9,02:58,
Usyk,jab,NA,head,missed,comboPunch,no,no,9,02:55,
Usyk,jab,NA,head,missed,comboPunch,no,no,9,02:55,
Usyk,jab,NA,head,landed,comboPunch,no,no,9,02:55,
Usyk,powerpunch,hook,head,landed,comboPunch,no,no,9,02:55,
Usyk,jab,NA,head,landed,comboPunch,no,no,9,02:55,
Usyk,powerpunch,cross,body,missed,comboPunch,no,no,9,02:54,
Usyk,jab,NA,head,missed,comboPunch,no,no,9,02:54,
Joshua,jab,NA,head,missed,comboPunch,no,no,9,02:51,
Joshua,jab,NA,body,missed,comboPunch,no,no,9,02:51,
Joshua,jab,NA,head,missed,soloPunch,no,no,9,02:49,
Joshua,jab,NA,head,landed,soloPunch,no,no,9,02:47,
Joshua,jab,NA,head,missed,soloPunch,no,no,9,02:45,
Joshua,jab,NA,head,missed,comboPunch,no,no,9,02:43,
Joshua,powerpunch,hook,head,landed,comboPunch,no,no,9,02:43,
Usyk,jab,NA,head,missed,comboPunch,no,no,9,02:38,
Usyk,jab,NA,head,landed,comboPunch,no,no,9,02:28,
Usyk,powerpunch,hook,head,missed,comboPunch,no,no,9,02:37,
Joshua,jab,NA,head,missed,soloPunch,no,no,9,02:35,
Usyk,jab,NA,body,missed,comboPunch,no,no,9,02:35,
Usyk,powerpunch,hook,body,missed,comboPunch,no,no,9,02:35,
Usyk,jab,NA,head,landed,soloPunch,no,no,9,02:32,
Joshua,jab,NA,head,missed,comboPunch,no,no,9,02:29,
Joshua,powerpunch,uppercut,body,landed,comboPunch,no,no,9,02:29,
Joshua,powerpunch,hook,body,landed,comboPunch,no,no,9,02:29,
Joshua,powerpunch,uppercut,body,landed,comboPunch,no,no,9,02:29,
Joshua,hold,NA,NA,NA,NA,no,no,9,02:28,
Usyk,jab,NA,head,missed,soloPunch,no,no,9,02:24,
Joshua,powerpunch,hook,head,landed,soloPunch,no,no,9,02:24,
Usyk,jab,NA,head,missed,soloPunch,no,no,9,02:18,
Usyk,powerpunch,hook,head,missed,soloPunch,no,no,9,02:17,
Joshua,jab,NA,head,landed,soloPunch,no,no,9,02:15,
Usyk,jab,NA,head,missed,soloPunch,no,no,9,02:14,
Usyk,jab,NA,head,missed,comboPunch,no,no,9,02:12,
Usyk,jab,NA,head,missed,comboPunch,no,no,9,02:12,
Usyk,powerpunch,cross,head,landed,soloPunch,no,no,9,02:10,
Usyk,jab,NA,head,missed,comboPunch,no,no,9,02:06,
Usyk,jab,NA,head,landed,comboPunch,no,no,9,02:06,
Usyk,powerpunch,cross,head,landed,comboPunch,no,no,9,02:06,
Usyk,jab,NA,head,landed,soloPunch,no,no,9,02:03,
Joshua,powerpunch,hook,body,landed,soloPunch,no,no,9,02:03,
Usyk,jab,NA,head,landed,soloPunch,no,no,9,02:03,
Joshua,jab,NA,head,missed,soloPunch,no,no,9,02:01,
Joshua,jab,NA,head,missed,soloPunch,no,no,9,01:58,
Usyk,powerpunch,hook,head,missed,soloPunch,no,no,9,01:58,
Joshua,powerpunch,uppercut,body,landed,soloPunch,no,no,9,01:58,lowblow
Joshua,hold,NA,NA,NA,NA,no,no,9,01:57,
Joshua,jab,NA,head,landed,soloPunch,no,no,9,01:54,
Joshua,jab,NA,head,missed,soloPunch,no,no,9,01:50,
Usyk,jab,NA,head,missed,soloPunch,no,no,9,01:50,
Usyk,powerpunch,uppercut,body,landed,comboPunch,no,no,9,01:50,
Usyk,powerpunch,hook,body,missed,comboPunch,no,no,9,01:50,
Usyk,jab,NA,head,missed,comboPunch,no,no,9,01:47,
Usyk,jab,NA,head,landed,comboPunch,no,no,9,01:47,
Joshua,jab,NA,head,landed,soloPunch,no,no,9,01:45,
Joshua,jab,NA,head,missed,comboPunch,no,no,9,01:41,
Joshua,powerpunch,cross,head,missed,comboPunch,no,no,9,01:41,
Usyk,jab,NA,body,landed,soloPunch,no,no,9,01:41,
Usyk,jab,NA,body,missed,soloPunch,no,no,9,01:39,
Usyk,jab,NA,head,missed,comboPunch,no,no,9,01:37,
Usyk,jab,NA,head,missed,comboPunch,no,no,9,01:37,
Usyk,powerpunch,hook,head,landed,soloPunch,no,no,9,01:36,
Joshua,powerpunch,hook,body,landed,soloPunch,no,no,9,01:36,
Joshua,jab,NA,head,landed,soloPunch,no,no,9,01:34,
Usyk,jab,NA,head,missed,soloPunch,no,no,9,01:34,
Usyk,jab,NA,head,missed,comboPunch,no,no,9,01:31,
Usyk,jab,NA,head,missed,comboPunch,no,no,9,01:31,
Joshua,jab,NA,head,missed,soloPunch,no,no,9,01:28,
Usyk,jab,NA,head,landed,soloPunch,no,no,9,01:28,
Usyk,jab,NA,head,missed,soloPunch,no,no,9,01:26,
Joshua,powerpunch,hook,head,landed,soloPunch,no,no,9,01:26,
Joshua,powerpunch,hook,head,landed,soloPunch,no,no,9,01:26,
Joshua,powerpunch,hook,head,missed,soloPunch,no,no,9,01:25,
Joshua,hold,NA,NA,NA,NA,no,no,9,01:24,
Usyk,jab,NA,head,landed,comboPunch,no,no,9,01:19,
Usyk,powerpunch,cross,head,missed,comboPunch,no,no,9,01:19,
Usyk,powerpunch,hook,body,missed,comboPunch,no,no,9,01:19,
Usyk,jab,NA,head,missed,comboPunch,no,no,9,01:16,
Usyk,jab,NA,head,landed,comboPunch,no,no,9,01:16,
Joshua,powerpunch,hook,body,landed,comboPunch,no,no,9,01:16,
Joshua,powerpunch,hook,head,missed,comboPunch,no,no,9,01:16,
Usyk,powerpunch,hook,body,missed,soloPunch,no,no,9,01:15,
Joshua,hold,NA,NA,NA,NA,no,no,9,01:15,hammerfist
Joshua,powerpunch,uppercut,head,landed,comboPunch,no,no,9,01:14,
Joshua,powerpunch,hook,head,missed,comboPunch,no,no,9,01:14,
Joshua,powerpunch,uppercut,head,landed,comboPunch,no,no,9,01:13,
Joshua,powerpunch,hook,head,missed,comboPunch,no,no,9,01:13,
Joshua,powerpunch,hook,head,missed,soloPunch,no,no,9,01:12,
Joshua,powerpunch,uppercut,head,missed,soloPunch,no,no,9,01:12,
Joshua,jab,NA,head,landed,soloPunch,no,no,9,01:09,
Joshua,jab,NA,head,missed,comboPunch,no,no,9,01:07,
Joshua,powerpunch,cross,head,missed,comboPunch,no,no,9,01:07,
